episode,episode_order,speaker,utterance
67193,1,"SCOTT SIMON, host","Sometimes, news flashes by so quickly we don't recognize real history. Rahm Emanuel was elected mayor of Chicago Tuesday. Any name that isn't Daley in that office ranks as history, though with Bill Daley becoming White House chief of staff just as his brother, Richard M. Daley, leaves City Hall, the Daley name will stay at least as prominent in the news as Charlie Sheen's."
67193,2,"SCOTT SIMON, host","Rahm Emanuel, of course, was the White House chief of staff who preceded Bill Daley. He's also a former Democratic operative and Illinois congressman who is famed and more than a little feared for both his temper and wit. He won 40 of Chicago's 50 wards."
67193,3,"SCOTT SIMON, host","But as the dust and clutter of a tough campaign settles, the most remarkable feature of this election may be that the vote did not break down along ethnic lines. The U.S. Census puts the white population of Chicago at about 40 percent, African-Americans at 33 percent, and Hispanics of varying races and national origins at 27 percent and growing."
67193,4,"SCOTT SIMON, host","Mr. Emanuel won about 54 percent of the vote. Gery Chico, a former Chicago school board chief, and who has Mexican heritage, won about 25 percent. Carol Mosley Braun, who was the first black woman in the US Senate and was endorsed for mayor by a coalition of African-American leaders, won just 9 percent, as did Miguel del Valle, the City Clerk, who was born in Puerto Rico."
67193,5,"SCOTT SIMON, host","Clearly, a lot of African-Americans and Hispanics voted for Rahm Emanuel. And if you take a look at the results from north side wards, where many Jewish voters live, a good number of Jews voted for Gery Chico, even though Mr. Emanuel will be Chicago's first Jewish mayor - and that's also a bit of history. When I was growing up in Chicago, there were still apartment buildings - they were called restricted - that kept out Jews."
67193,6,"SCOTT SIMON, host","I spoke to an accomplished Chicago ward pol this week who found all of this amazing. We've usually kept score ethnically here, he said. We'd say things like: The Poles will vote this way, the Mexicans will vote that way, Lithuanians won't vote for a black, blacks won't vote for a Jew, and Puerto Ricans won't vote for a Cuban. But now, everyone's up for grabs. You can't label anyone."
67193,7,"SCOTT SIMON, host","Rahm Emanuel had a few incomparable advantages, including an enormous campaign fund, fattened by celebrity admirers, and his association with President Obama, whose own election two years ago might help us see what happened in his hometown this week. Chicago still suffers from stark residential segregation that is apparent in every crime and unemployment report."
67193,8,"SCOTT SIMON, host",Race still counts. It just doesn't win as many votes as it used to.
67193,9,_NO_SPEAKER,(Soundbite of music)
67193,10,"SCOTT SIMON, host",You're listening to NPR News.
70072,1,"MADELEINE BRAND, host","From the studios of NPR West, this is DAY TO DAY. I'm Madeleine Brand."
70072,3,"ALEX CHADWICK, host",And I'm Alex Chadwick. Coming up views on the Iraq war from the American town near the home base of the Army's 101st Airborne Division.
70072,4,"MADELEINE BRAND, host","First, in Iraq a large military offensive continues for a second day around Samarra. The Pentagon says 1,500 U.S. and Iraqi troops are involved in that operation. It's an effort to break up a concentration of suspected insurgents 60 miles north of Baghdad."
70072,5,"ALEX CHADWICK, host","Earlier today, Lieutenant General Peter Chiarelli briefed reporters from Baghdad. He said this operation was primarily conducted by Iraqi forces."
70072,6,Lieutenant General PETER CHIARELLI (U.S. Army),"The amount of resistance we had was very, very light. I think the last count I had is that we have 31 individuals that we have detained. We found what you would expect to find out there, and we'll continue to look for caches and any other terrorists and foreign fighters that might be in the area."
72713,1,"ALEX CHADWICK, host",This is DAY TO DAY.  I'm Alex Chadwick.
72713,2,"ALEX CHADWICK, host","Coming up, the young comedian Dane Cook.  We'll listen."
72713,3,"ALEX CHADWICK, host","But first, the Vatican this week released its long-awaited document      concerning homosexuality and the priesthood.  The document says men with,      quote, ""deep-seated homosexual tendencies"" should not be ordained.  NPR's      Jason DeRose spoke with Catholic seminary professors and current and      former students for their reaction.  Here's his report."
72713,4,_NO_SPEAKER,(Soundbite of chapel service)
74806,19,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Absolutely. You can't start thinking about the victim or the victim's family and do your job adequately. That's why Marijane, in particular, built this wall around herself. Now, not all public defenders feel the same way that she does. But that is not to say that you can't have compassion for a victim of a crime or a victim's family. But when you're in court or when Marijane is in court, she has a singularity of purpose, and that's to do the best job for her client that she can possibly do, and she wants to win that case."
74806,20,"NEAL CONAN, host",Regardless of whether she thinks he did it or not?
74806,21,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Regardless. Now, I - because I'm a journalist, I was able to connect with the family. And I'm grateful that they even took the time to talk with me because they knew I was working a book - working on a book about the public defenders. But - so I didn't have that emotional distance. I - I'm a sensitive and compassionate person. And I spent some very difficult time talking with the parents of the slain officer and the widow, and saw a side of this case that Marijane and her co-counsel did not get to see."
74806,22,"NEAL CONAN, host","We're talking with Kevin Davis about his new book, ""Defending the Damned: Inside Chicago's Cook County Public Defender's Office."" If you'd like to join us, 800-989-8255. E-mail - talk@npr.org. And let's begin with Jonathan(ph). Jonathan is calling us from Aspen, Colorado."
74806,23,JONATHAN (Caller),"Yes. Hi, how are you?"
74806,24,"NEAL CONAN, host",I'm well. Thanks.
74806,25,JONATHAN (Caller),"Yeah. I was a public defender in Chicago for eight years in the '90s and then subsequently moved out here. And now, I run a legal aide agency that primarily serves victims."
74806,26,"NEAL CONAN, host",And why did you leave Chicago and the Public Defender's Office?
74806,27,JONATHAN (Caller),"Part of it was just I really preferred to be in the mountains, but part of it was also a manifestation of just ultimate burnout. I said when my burnout would reach four digits then I would want to move on and do something else."
74806,28,"NEAL CONAN, host",And what told you it had gone past three digits?
74806,29,JONATHAN (Caller),I don't think there was any precise case. But it's certainly a challenging work. It's a rewarding work. But it certainly wears on you to see the tragedy of human society…
74806,30,"NEAL CONAN, host",Yeah.
74806,31,JONATHAN (Caller),…over and over again every day.
74806,32,"NEAL CONAN, host",Did you keep track of your batting average?
74806,33,JONATHAN (Caller),"No, I think that what we kept on doing is redefining what the batting average was. So it wasn't a matter of how many cases you've won or lost, but whether or not your client was treated fairly compared to what the facts(ph) were against them."
74806,34,"NEAL CONAN, host",Which suggest you didn't win very often?
74806,35,JONATHAN (Caller),"I would say in the Public Defender's Office, my win or loss record probably was less than in private practice. And part of that was the ability to select cases and also part of it…"
74806,36,"NEAL CONAN, host",Sure.
74806,37,JONATHAN (Caller),…is just the overwhelming caseload the public defenders have.
74806,38,"NEAL CONAN, host","And now, representing primarily victims, you see the other side?"
74806,39,JONATHAN (Caller),"I think I see both sides. I don't think my perspective has changed. I saw myself as public defender, part of what our role was to make sure the system worked, to try to make sure. In fact, I have friends who were officers even when I was a defense attorney who kind of saw that what our role was wasn't to get people off as much as to make sure that they did a good job, and if they did it right, there would be a conviction. And if they did it wrong, the client wouldn't be convicted."
74806,40,"NEAL CONAN, host","Jonathan, thanks very much. It's interesting."
74806,41,JONATHAN (Caller),Sure. Bye-bye.
74806,42,"NEAL CONAN, host","Appreciate it. And Kevin Davis, it's interesting. You also, at the end of your book, go back and talked to several of the people you talked to during the book, who have since decided to leave the Chicago Public Defender's Office as well."
74806,43,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Yes. And those were members of the murder task force. And what happened to some of these lawyers is, just as the caller said, you do get burned out, particularly in a murder task force, because you are representing potential death penalty cases. And all of them told me that the responsibility, the immense responsibility that they felt when their clients' lives were literally in their hands was often just too much to take, day after day, year after year. There was one lawyer in particular, Todd Musburger, who had to defend a client accused of an awful crime, who - it was a woman, a pregnant or a woman on her way to a lamas class. And she was kidnapped and held in the trunk and murdered. And…"
74806,44,"NEAL CONAN, host",Linda Goldstone?
74806,45,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Linda Goldstone. The defendant was named Hernando Williams. It was one of the first cases, death penalty cases that came back after it was brought back here in Illinois. Todd gave this his all. And his closing argument, which was around the time of the holidays, was just so impassioned and had taken so much out of him that he just felt he gave it his all. And the jury came back in less than an hour and voted to kill Hernando Williams. And Todd Musburger knew at that point that he just could not do that any longer."
74806,46,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Because he felt as horrific is the crime was that Hernando Williams was convicted of, that he was a human being. And Todd sat next to him. He felt his breath. He felt the blood pulsing through his veins. He knew that this was a real human being. And he may not had been able to be as this passionate as some of the other public defenders are, because he felt a very personal stake in what he was doing. And just left the office after that."
74806,47,"NEAL CONAN, host","Let's see if we can get another caller on the line. This is John(ph). John with us in Portsmouth, New Hampshire."
74806,48,JOHN (Caller),Hi.
74806,49,"NEAL CONAN, host",Hi. Go ahead please.
74806,78,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")",Hi.
74806,142,"NEAL CONAN, host","Yeah. Kevin Davis, you point out they're obviously unpopular with the cops sometimes, certainly with prosecutors and with victims sometimes, but even their own clients don't like public defenders."
74806,51,JOHN (Caller),"They may make bad decisions, they may deserve to go to jail for a time, but they don't necessarily deserve to be judged for life as evil or good, because that's not the context in which human nature survive. It doesn't - it's just not real life. But I think the press wants to make it bad, and I think our society wants to make it bad, because we want to hate the person that did the crime."
74806,52,"NEAL CONAN, host","Interesting. Going back to the case you write so much about Kevin Davis, the public defender of Marijane Placek, starts out not liking her client very much and actually doming to change her mind so much."
74806,53,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","She did. And Aloysius Oliver was not typical in some ways, because he actually had a chance to go to college. He was somebody who did well in school. But - and I did interview Oliver later on. And he admitted to me that the pulse of the street and so-called thug life were stronger than the pulse of going to college and getting an education. He was smart. He read - while he was in jail awaiting his trial - sophisticated books, all sorts, fiction and non-fiction. And I think what did frustrate Marijane about that was, here was a guy who had some brains and made some really bad choices."
74806,54,"NEAL CONAN, host","Sound familiar, John."
74806,55,JOHN (Caller),It does.
74806,56,"NEAL CONAN, host",Yeah.
74806,57,JOHN (Caller),Thank you very much.
74806,58,"NEAL CONAN, host",Thanks very much for the call.
74806,59,"NEAL CONAN, host","We're going to take more of your calls with Kevin Davis about his book, ""Defending the Damned."" We'll talk more about what these public defenders do and why they do it, 800-989-8255, 800-989-TALK. Email us - talk@npr.org. I'm Neal Conan. This is the TALK OF THE NATION from NPR News."
74806,60,_NO_SPEAKER,(Soundbite of music)
74806,61,"NEAL CONAN, host","This is TALK OF THE NATION. I'm Neal Conan in Washington. Ken Rudin, our political junkie, weighs in a bit later. If you have questions about this week in politics, and this question swirling around New York mayor Michael Bloomberg, will he or won't he? E-mail us, talk@npr.org."
74806,62,"NEAL CONAN, host","Right now, Kevin Davis is with us. He spent five years following an elite group of public defenders in Chicago's Cook County, trying to find out why they defend some of the worst criminals in the system. What he learned is the subject of his new book, ""Defending the Damned: Inside Chicago's Cook County Public Defender's Office."""
74806,63,"NEAL CONAN, host","You can read about the huge odds stacked up against public defenders in an excerpt we've posted online. That's at npr.org/talk. If you have an experience as a public defender or as one of their clients or as one of their opponents, perhaps, give us a call, 800-989-8255, e-mail is talk@npr.org. And you can also read whatever listeners have to say at our blog, npr.org/blogofthenation."
74806,64,"NEAL CONAN, host","And Kevin Davis, I have to say, you focused entirely on the city of Chicago, in Cook County there, where despite some difficulties, and I know they're having problems right now with budget cutbacks, this is a well-funded, well-paying jobs."
74806,65,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Absolutely. And public defenders who stay on and get 10 plus years experience or become supervisors can make over $100,000 a year. It certainly may not match with some of their - colleagues in private practice make, they do start out smaller. But it is a well-paying job."
74806,66,"NEAL CONAN, host","And that contrast sharply with the situation in a lot of other counties and states around the country where public defenders are, well, even more overwhelmed that they are in Chicago. And make much less money."
74806,67,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Yes, absolutely. Now, they very well may have good salaries. But as you mentioned, there have been cutbacks in the Cook County Public Defender's Office. They just lost 13 lawyers, and - but also, the state's attorney office has lost prosecutors. Funding of our criminal justice seems to be on the wane."
74806,68,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","There was just an article in the National Law Journal that said public defenders' offices across the country are strained beyond capacity. And as far as 2000, the U.S. Justice Department said public defense in the United States is in a chronic state of crisis. So this is nothing really new but it seems to be getting worse. And the strain on these public defenders and the caseloads means that clients are not going to be represented adequately."
74806,69,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","New Orleans was an extreme example. A few months ago was so underfunded there were hundreds of clients in jail who had never seen their attorneys. And a criminal court judge suspended the prosecution of almost 140 defendants. Let them out of the jail. Said we'll prosecute you later. And these were people charged with felony crimes. So, we all have something at stake when it breaks down like that. It's a dangerous precedent, as you said."
74806,70,"NEAL CONAN, host","And even in the, again, the elite Chicago system and this elite squad in the elite Chicago system, Marijane Placek, when she was defending Aloysius in this very high profile case, she had what, probably 25 other cases she was handling at the same time?"
74806,71,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","They juggle about 25 murder cases at a time. And you know, for, in potential capital murder cases, that's a lot. I mean - I would guess that a private criminal defense attorney doesn't handle a caseload anywhere near that. The public defenders do not have the same kinds of resources that the prosecutors have, which is investigators and experts and the entire police department behind them."
74806,72,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","So they are strained. And they don't have the budget to hire as many experts or forensics experts. So they're still, it's not an even playing field all the time. However, though, I would add that in Cook County here, the murder taskforce, I think, is unique in the country. And these are really highly skilled, experienced lawyers, because murder cases, of course here in Illinois, the death penalty still exists. The stakes are too high to allow a client to have an inadequate defense."
74806,73,"NEAL CONAN, host",Let's see if we can another listener on the line. And this is Mike(ph). Mike's calling us from Chicago.
74806,74,MIKE (Caller),Howdy.
74806,75,"NEAL CONAN, host",Hi.
74806,76,MIKE (Caller),How are you guys doing?
74806,77,"NEAL CONAN, host",Okay.
74806,140,"NEAL CONAN, host","Yeah, it's interesting."
74806,79,MIKE (Caller),"You know, I was calling because, you know, the stereotypes that run with the people who choose public defenders is often incorrect. I'm a president of a company here in Chicago. And I'm helping out this kid who's been - he had a really rough life, you know. Been in gangs as child, abandoned by his father, and recently was, you know, pulled over by Chicago cops and trumped up - charges were placed against him."
74806,80,MIKE (Caller),"And now, he's fighting because he doesn't have the money to hire his own attorney. He's there fighting and the perception is he's guilty when in essence, the police officers who arrested him were not the ones that testified in court to say that they witnessed what he did. And it's kind of bad because that was his word, you know, ex-gang member, had some charges as a youth."
74806,81,MIKE (Caller),"I've been working with him trying to get him to turn around his life. But yet, because he had public defender, because it's his word against the police officers, you know, we really don't feel that he's going to get a fair shake in court because of the perception everyone has of him."
74806,82,"NEAL CONAN, host","And that's a running theme throughout your book, Kevin Davis, of public defenders saying we're going to get the judge to believe our client as opposed to police officers, please."
74806,83,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")",Right.
74806,84,"NEAL CONAN, host","Go ahead, Kevin."
74806,85,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","You know, they face that all the time. Public defenders are perceived as bureaucrats, as hacks, there to keep the system moving. You know, public defenders aren't apologists for criminals and they don't condone crime. They're there to serve, you know, a vital function. And I do believe that they do challenge the police and do so effectively. And they can. I've seen ferocious cross-examinations of Chicago police detectives that have revealed truths that otherwise would not have come out."
74806,86,"NEAL CONAN, host","Yet, we've also heard stories - and not necessarily in Chicago and certainly not in this particular squad - of public defenders found dozing at the defense table and various other, you know, declining to defend their clients vigorously, shall we say."
74806,87,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")",There have certainly been cases like that.
74806,88,"NEAL CONAN, host",Yeah.
74806,89,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","And certainly - and they're not representative of a profession anymore than you or I are representative of journalism at large. Yes, there are problems. There are cops who lie. There are - but there are many more cops who are good cops. There are detectives who take shortcuts, but there are probably more detectives who do their job the right way. I think everybody goes into this with, with good intentions and tries to do the right thing."
74806,90,"NEAL CONAN, host","Well, Mike, we…"
74806,91,MIKE (Caller),I'm sorry?
74806,92,"NEAL CONAN, host",Go ahead. I was just going to say we wish your friend the best of luck.
74806,93,MIKE (Caller),"Yeah. You know, and I - you know what, having gone to every one of his court cases and seeing them, those - the PD's and their role, I have the utmost respect for them because they are, they're working very hard and they have a lot of caseloads, a lot of cases and working hard for the people they represent. I admire them greatly. I think that they're underpaid."
74806,94,"NEAL CONAN, host","All right, Mike. Thanks very much."
74806,95,MIKE (Caller),Thank you.
74806,96,"NEAL CONAN, host","So long. Let's turn now to Leslie(ph). Leslie is with us from Charlotte, North Carolina."
74806,97,LESLIE (Caller),Yes. Hello.
74806,98,"NEAL CONAN, host",Hi.
74806,99,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")",Hi.
74806,100,LESLIE (Caller),"This is something that I don't understand about law enforcement. Be it police, the DA, the FBI. They have to understand that they are equally on trial along with the suspect. That their tactics has to be thoroughly investigated, you know, as well as the tactics of the suspect. And that's necessary, you know, for the fundamental decency of this country."
74806,101,LESLIE (Caller),"I'm a paralegal. I have, you know, dealt with a few police officers that are resentful of this. And I tried to explain to them that, you know, you absolutely have to do this if you have a constitution. And they don't seem to realize, they're not taught that in school or, you know, in training, I should I say. And why this isn't made more clear, I don't understand."
74806,102,"NEAL CONAN, host","Well, Kevin Davis, was it your perception that cops did get training in that or that this sense of, hey, we're the good guys, overwhelms them?"
74806,103,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Well, sure. Overall, that's the perception. And I think the caller's insight is right on the money. You know, both sides are representing the law. And people do tend to forget that. A public defender serves a role just as important as the prosecutor."
74806,104,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Now, I interviewed one of officer Eric Lee's partners who survived the shooting. And I was ready for him to tell me, I don't know, how awful these public defenders are and everything. But he understood her role, Marijane's role. He didn't agree with it. He didn't like her. He found her brusque. He didn't like seeing her defending the man accused of killing his partner. But he understood it. And I just had lunch with another police officer recently. He told me the very same thing."
74806,105,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","He said, yeah, you know, we don't like them, but we get it. You know? So I think those who do work in the system understand it. And I think outsiders have a harder time understanding that. You know, when a public defender goes into court, they really are representing all of us. They serve this watchdog function. They are there to make sure that the prosecutor proves their case beyond a reasonable doubt."
74806,106,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","They're there to make sure that police don't take confessions from people inappropriately, that their searches and seizures are done by the book. These are the little things that people don't see that happen in court everyday. And actually, they're…"
74806,141,TONY (Caller),Instead one of you public fakers(ph).
79679,10,"Professor TIM WU (Author, Who Controls the Internet?)",Thank you.
74806,107,"NEAL CONAN, host","And they're doing it at the very cutting edge. This is - these are, if mistakes are being made, if injustices are being committed, they're being done against the poor, by definition - the people who can't afford their own lawyer, and that's where it matters most."
74806,108,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")",Absolutely.
74806,109,LESLIE (Caller),Right.
74806,110,"NEAL CONAN, host","Yeah. Leslie, thanks very much for the call."
74806,111,LESLIE (Caller),Certainly. Bye.
74806,112,"NEAL CONAN, host",Bye-bye. Let's see of we can go now to Victoria(ph). Victoria is with us from Sebastopol in California.
74806,113,VICTORIA (Caller),Hello.
74806,114,"NEAL CONAN, host","Hi, Victoria. You're on the air."
74806,115,VICTORIA (Caller),Hi. I have a few thoughts. I was getting kind of burned out listening to this.
74806,116,"NEAL CONAN, host",Sure.
74806,117,VICTORIA (Caller),"I think it's fantastic and critical that we even still have the defender's office since people are, I think, often charged wrongfully as we're finding out from the DNA tests, et cetera. And so, in a way, I think, the resources for the poor are still, you know, woefully inadequate. But, I'm horrified by the phone calls you're getting and even by some of the opinions echoed by the speaker, the author…"
74806,118,"NEAL CONAN, host",Mm-hmm.
74806,119,VICTORIA (Caller),"Where he says things like, oh, the person's not a monster, he's, you know, he could feel his veins, he could hear his - he could feel his breath, you know, as the guy was being sentenced. And I feel like listen, the person is a monster. You weren't there, you weren't the person who received the abuse. You aren't the person who slowly lost her breath as she was sitting in that, lying in the trunk of that car. You're not family member who has to shut your eyes every night to the horror of what was done to a family member."
74806,120,VICTORIA (Caller),"So, I really feel like, that people who are not victims, or not related to victims, have no right to sort of talk about how human the person who committed the crime, and only if it is indeed the person who omitted the crime, they have no right to talk about, oh, they shouldn't, their whole life shouldn't be judged by that. I beg your pardon. The whole life of the victim was determined and crippled by whoever perpetrated that terrible crime. And, you know, they have to pay, you know."
74806,121,"NEAL CONAN, host",Should they pay with their life?
74806,122,VICTORIA (Caller),"At times. But that's where the criminal justice system comes in, that's (unintelligible)…"
74806,123,"NEAL CONAN, host","And if it were you being charged, wouldn't you want somebody saying, she's more than just what she did in that 20 minutes, those horrible 20 minutes where she made a terrible mistake?"
74806,124,VICTORIA (Caller),"The pain and grief and suffering will be endless for the victim, endless for their family and endless for anybody who went through that. Why shouldn't they, I mean, I don't believe in capital punishment anymore, because I've unfortunately (unintelligible) how corrupt the courts and the police are. So, in that regard, the idea that you have all these innocent people were discovering who were sentenced to death…"
74806,125,"NEAL CONAN, host",Right.
74806,126,VICTORIA (Caller),"…for that reason, I no longer believe in capital punishment. But if the courts were fair and the police were not corrupt, then I would believe in capital punishment. Yes. I wanted this to say something very strongly and I say this as a person who used to be a middleclass journalist and is now a disabled poor woman and I've seen how two-sided people can be, and how evil people can be and what abuse they can do. What I want to say is that, you know, the only people who really knew what Ted Bundy was like were his victims, do you know?"
74806,127,VICTORIA (Caller),"So when you talk about the DA having feelings for the defendant and, you know, only if the defendant really was - the defendant really were the person, I'm saying to you, look, you weren't there, you didn't see the other face of that person when he was committing that horrible crime."
74806,128,"NEAL CONAN, host","Victoria, thanks very much for the call. We appreciate it."
74806,129,VICTORIA (Caller),Thank you.
74806,130,"NEAL CONAN, host","We're talking with Kevin Davis about ""Defending the Damned: Inside Chicago's Cook County Public Defender's Office."" You're listening to TALK OF THE NATION from NPR News."
74806,131,"NEAL CONAN, host","And getting back to Victoria's point, Kevin, you did talk with the wife of the officer who was killed, Shawn Lee, about - and there were any number of appeals and various twists to this case that brought her back into the courtroom various times. And the agony that she went through and you're talking about how even the cops who didn't like it, his partner, who didn't like it understood it, I'm not sure she understood it."
74806,132,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","No, she didn't. And this is a woman who was profoundly hurt. She has a daughter with her late husband and I watched her in court everyday, because I was there during the trial. And there were times where she had to get up and walk out. I saw a sadness in her eyes that I haven't seen in a lot of people."
74806,133,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","To her, Aloysius Oliver, the man accused of killing her husband was a monster. And she wanted to see justice done. And we spoke later about this and Shawn told me that she had really been opposed to the death penalty for most of her life. And until this moment, when her husband's life was taken away, she felt that she could support capital punishment. And she wasn't very proud of that. She really struggled, I think, with that idea and didn't feel good about this change in her opinion about capital punishment."
74806,134,"NEAL CONAN, host",Let's see if we can get Tony(ph) on the line. Tony is calling us from Connecticut.
74806,135,TONY (Caller),Good afternoon.
74806,136,"NEAL CONAN, host",Afternoon.
74806,137,TONY (Caller),"I've got to tell you, I have worked both sides of the defense table, both as private counsel and as a special public defender in Connecticut. I had a case, you know, a couple of times, to have a client who would a had at one point, the money to hire private counsel, and later was appointed to me as a special public defender. The attitude from your clients is often a direct result of exactly how much you cost them."
74806,138,"NEAL CONAN, host",Ha.
74806,139,TONY (Caller),"Because you do the exact same quality of work to the best of your ability, put the same quality of effort into defending the individual, and public defenders quite often hear, boy, next time I get pinched, I hope got enough money to hire me a real lawyer."
74806,143,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Absolutely. And it's a thankless job. And I think that's what fascinated me so much about these public defenders is how thankless that job can be sometimes. Oftentimes, there are cases in which a client has hired a private attorney and has spent all their money and the case gets kicked over to the public defender's office. So, that can be the case."
74806,144,"NEAL CONAN, host","And the vigor in which somebody like Marijane Placek, who you write about so much, that she can rebound from disappointment after disappointment and savor the few victories she has and move on, and giving so much to every client, it's remarkable."
74806,145,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","They do savor it. Just back to the point about the public defenders, one of them joked, you know, that if you're unlucky enough to be arrested for murder in Chicago, you better hope that you're poor, because you're going to get excellent representation from the murder task force. Marijane and her colleagues, over in the murder task force, they do rebound everyday. They go in there. I was really impressed with how vigorous they do fight for these clients. And these are clients, many of them who are very unlikable, many of them who are guilty of the crimes for which they are charged."
74806,146,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","In the task force, their main job is to do one thing first, and that's in a capital, potential capital case, that's to save their client's life. That's a victory, that's a win in one sense. If you get a client 60 years instead of the death penalty, you've won something and you've won something big."
74806,147,"NEAL CONAN, host","Tony, thanks very much for the call. We appreciate it."
74806,148,TONY (Caller),Thank you.
74806,149,"NEAL CONAN, host","And Kevin Davis, thanks very much for joining us today."
74806,150,"Mr. KEVIN DAVIS (Author, ""Defending the Damned: Inside Chicago's Cook County Public Defenders Office"")","Thanks for having me, Neal."
74806,151,"NEAL CONAN, host","Kevin Davis, his new book is ""Defending the Damned: Inside Chicago's Cook County Public Defender's Office,"" and he joined us from our bureau in Chicago."
74806,152,_NO_SPEAKER,(Soundbite of Music)
74806,153,"NEAL CONAN, host","Coming up, New York City's Mayor, Michael Bloomberg, fuels a guessing game with an announcement that he is not a candidate for President. Another New Yorker, Hillary Clinton, spoofs ""The Sopranos"" and announced her new campaign theme song. And President Bush follows through on another promised veto. The political junkie joins us next. 800-989-8255. I'm Neal Conan. It's TALK OF THE NATION from NPR News."
77863,1,"KELLY MCEVERS, HOST","If this latest Republican health care bill fails, the Senate majority leader, Mitch McConnell, has said he would work with Democrats on a health care bill. One Democrat who says he is willing to do that is Senator Tom Carper of Delaware, and he's with us now. Welcome to the show."
77863,2,TOM CARPER,"Kelly, it's great to be on. Thanks so much."
77863,3,"KELLY MCEVERS, HOST","So when you look at the United States of America right now and the health care that is available to people, particularly under the Affordable Care Act and the health care exchanges, do you see something that is working, or do you see something needs to be fixed?"
77863,4,TOM CARPER,"This is a work in progress. And if you go back seven, eight years ago when we took up the Affordable Care Act, at that time, we were spending 18 percent of GDP for health care in this country. We - the Japanese were spending eight percent. They were getting better results. And at night in this country then, we have 40 million people going to bed in 2009 without any coverage. And in Japan, they cover everybody."
77863,5,TOM CARPER,So they can't be that smart in Japan. We can't be that dumb. And so we tried to do something about it. And we'd have ended up I think with an even better plan if Republicans had felt comfortable in fully engaging with us. And they did not.
77863,6,"KELLY MCEVERS, HOST",Do you think it's working right now?
77863,7,TOM CARPER,"I think parts of it are. All the focus is on the exchange. And the reason why the exchanges which cover about five, six, seven percent of the people - the reason why the prices have gone up there is because of the uncertainty fostered in no small part by the current administration."
77863,8,TOM CARPER,"The first thing we should do I think is hit the pause button to stabilize the exchanges. That would be a great first step - and then after that, as Democrats and Republicans working together, do three things. One, fix the things in the Affordable Care Act that need to be fixed. Two, retain the stuff that ought to be retained. And three are some things that ought to be dropped. Let's drop them. But we ought to do it not as Democrats, not as Republicans. This is something we ought to do together."
77863,9,"KELLY MCEVERS, HOST","What do you think about the bill that was put forward by your Republican colleagues today? Is there anything that you like in it, anything you think is constructive?"
